381448.10242739564,4198818.917395602
381386.2717489678,4198788.366327169
381449.4115313149,4198692.441597248
381411.4323018285,4198753.498431824
381375.75241399766,4198809.637025392
381381.9002423398,4198751.963401989
381419.22401717585,4198834.26695081
381452.28149234544,4198897.5623850925
381405.4393891503,4198989.572471849
381329.5234905602,4198920.033223095
381371.82630248263,4198848.502866305
381291.1825183611,4198901.529109808
381344.19204370154,4198988.948233604
381302.67082196247,4198894.086954206
381371.11587160296,4198811.560615732
381350.53582457727,4198758.831066716
381374.5782582777,4198717.859694597
381321.0441989381,4198789.0333003905
381367.48923770484,4198812.1087068645
381391.5320488853,4198801.380517506
381307.5341316521,4198774.528525828
381340.92976307264,4198829.963224306
381393.0189286165,4198733.342535761
381355.38662080956,4198699.400722744
381338.84356024145,4198616.782392125
381244.0250070991,4198541.073006581
381310.13740265684,4198604.332166735
381305.14671091887,4198544.7019939255
381298.6284455807,4198561.817209079
381254.8507377323,4198576.096184854
381270.3114985714,4198530.288293828
381312.65342970303,4198496.365129915
381305.13412240834,4198536.517117535
381384.20562555944,4198533.853698769
381345.5194589022,4198494.155393262
381270.0156048222,4198574.245272566
381341.3427505508,4198509.331686928
381322.83741321997,4198557.451405782
381344.0910600298,4198615.581918097
381274.5856810709,4198706.809143245
381218.8260851434,4198777.816397459
381126.0876761299,4198752.942648984
381168.5872225578,4198692.3485770915
381194.03567702667,4198678.512973304
381095.2910357833,4198748.587783803
381047.35581239057,4198700.64014805
380981.5202658056,4198717.038515448
380973.6833518652,4198643.2420340385
380968.90690178005,4198742.628678541
380911.01244732627,4198806.949914151
380900.29898670025,4198895.277791921
380822.7489107907,4198810.582430466
380869.88955619896,4198725.716608355
380880.9324450229,4198803.079111151
380882.42984510725,4198885.133160397
380964.56857809646,4198889.218714706
380993.86145386985,4198830.249070713
381035.90808499954,4198820.463432748
381037.21868699614,4198803.620767254
381053.4181797698,4198777.07658669
381102.6883258078,4198786.141731742
381033.773818523,4198805.58517669
381005.2111083137,4198741.054002293
381019.53533169127,4198804.290701234
380989.8834292151,4198831.536901507
381087.9835259287,4198747.6717877025
381171.2177877617,4198669.980126771
381138.5902755716,4198623.277449443
381206.04060934053,4198535.597284098
381255.14512299065,4198554.8676167615
381293.51584507205,4198459.204515924
381255.8111179943,4198439.540466955
381328.2112968896,4198525.640530535
